x_sample [mm],y_sample [mm],theta1 [rad],theta2 [rad],Fx [N],Fy [N]
-370.0,-120.0,0.9868396270390045,-0.7632840287852446,-0.11334014465213017,0.5120586017344443
-370.0,-110.0,0.9922566887554187,-0.7068837293467927,-0.09457676961946195,0.5113758252482682
-370.0,-100.0,1.0010922684932257,-0.6591036151201526,-0.07660166616775017,0.5102765767114189
-370.0,-90.0,1.0127199755501528,-0.6182913667844819,-0.059281104500349076,0.5088572989053205
-370.0,-80.0,1.0267233729819005,-0.5833889993086131,-0.04252961782294073,0.5071895420923371
-370.0,-70.0,1.0428061637986854,-0.5536796534085131,-0.026288890199195152,0.5053304802325848
-360.0,-150.0,0.9128124326846647,-0.7841380703326405,-0.1568285809326588,0.502050591278059
-360.0,-140.0,0.9119446358444767,-0.7116037959541336,-0.13663949905733186,0.5021749170332599
-360.0,-130.0,0.9155612440701866,-0.6503368176189196,-0.11742822289306239,0.5016578639552831
-360.0,-120.0,0.9226508416900203,-0.5975919212953404,-0.09897975079820091,0.5006525830672663
-360.0,-110.0,0.9325940235256449,-0.5517320299883381,-0.08116769716936133,0.49926125919825076
-360.0,-100.0,0.9449744747122404,-0.5116964287101697,-0.06391111222669905,0.49755941327036146
-360.0,-90.0,0.9594929415780702,-0.4767586370357413,-0.04715483761663134,0.49560712392917555
-360.0,-80.0,0.9759229613552214,-0.4464016089917855,-0.030859381215803724,0.49345485972982134
-360.0,-70.0,0.994086048399808,-0.42024745990216394,-0.014995215093127335,0.491146763731892
-360.0,-60.0,1.0138369082006804,-0.39801520269594337,0.0004606494228165872,0.4887226082371362
-360.0,-50.0,1.035054240327236,-0.37949403123429715,0.015526815174838901,0.48621900210761654
-350.0,-170.0,0.8491850991307972,-0.7658519946692808,-0.1832601088065964,0.4915950900082247
-350.0,-160.0,0.8453787158097157,-0.686024622512629,-0.16246797721454115,0.4921932104162098
-350.0,-150.0,0.8464375117732703,-0.6182913667844819,-0.14268809046398354,0.4920265326582928
-350.0,-140.0,0.8512251920895499,-0.5595464722462851,-0.1236856000750955,0.49127575996996187
-350.0,-130.0,0.8590585195416782,-0.5079645020644907,-0.10532538445447333,0.4900577143454814
-350.0,-120.0,0.8694843020013026,-0.4623731872239305,-0.08752256365367683,0.4884565496044536
-350.0,-110.0,0.8821798837556831,-0.4219738594552338,-0.07022044650189921,0.48653785967083174
-350.0,-100.0,0.8969025994849109,-0.3861994034939915,-0.05337930807005591,0.4843559119799841
-350.0,-90.0,0.9134616642651556,-0.35463504958273084,-0.036970110735303374,0.481957685810922
-350.0,-80.0,0.9317014808852595,-0.32697101804886985,-0.020970733756118954,0.47938526085574434
-350.0,-70.0,0.9514912452843407,-0.302972637878697,-0.005363585957601117,0.4766772828084798
-350.0,-60.0,0.9727182592302155,-0.2824606773505933,0.009865964089948392,0.47386987955827703
-350.0,-50.0,0.9952835465217662,-0.26529796690469354,0.024730644023206138,0.470997234860458
-350.0,-40.0,1.0190989684395193,-0.2513800836675508,0.03924199174140529,0.4680919419133035
-350.0,-30.0,1.0440853555182028,-0.2406287742898865,0.05341082954164249,0.46518521396071244
-340.0,-190.0,0.79440667722722,-0.7736211054078085,-0.21208482917320273,0.4804893601679162
-340.0,-180.0,0.7864850815296438,-0.68374373013835,-0.19050967152812268,0.4818257621321704
-340.0,-170.0,0.7841938975199003,-0.6078792565517099,-0.17005606315203095,0.4822146154828082
-340.0,-160.0,0.786092080309333,-0.5420523762281113,-0.15043180190169841,0.4818923873403773
-340.0,-150.0,0.7913527164087428,-0.48402110984942404,-0.1314763154880517,0.4810030961082125
-340.0,-140.0,0.7994450933746808,-0.4323830063489873,-0.11309217386181442,0.4796458695863118
-340.0,-130.0,0.8100008087018495,-0.3861994034939915,-0.09521631436239383,0.47789523274379064
-340.0,-120.0,0.8227483057673348,-0.34481193963216183,-0.07780596289996176,0.47581113074119
-340.0,-110.0,0.8374774072236071,-0.30774312734401343,-0.06083096611818885,0.47344439331470356
-340.0,-100.0,0.8540186192118355,-0.2746381606417203,-0.04426926514859531,0.4708399220151191
-340.0,-90.0,0.8722303768013173,-0.245228762314738,-0.028104051972044033,0.46803863330151785
-340.0,-80.0,0.8919908682304167,-0.21930963208283316,-0.012321895138062615,0.46507867173222067
-340.0,-70.0,0.9131926567309496,-0.19672250494784516,0.0030885391140991203,0.4619961698176087
-340.0,-60.0,0.9357390981506044,-0.17734502457322998,0.018137377533801697,0.4588257136824355
-340.0,-50.0,0.9595419615658294,-0.16108279169105,0.03283416248772403,0.4556006121305477
-340.0,-40.0,0.9845198859888931,-0.147863588746044,0.04718827910145315,0.45235303283546524
-340.0,-30.0,1.010597436649535,-0.1376331545825069,0.06120923257638401,0.4491140499332103
-340.0,-20.0,1.0377046026525805,-0.1303521084508441,0.07490680579681237,0.44591363563510666
-330.0,-200.0,0.7355706959693116,-0.7045356052256996,-0.22064374600448072,0.4707083357548602
-330.0,-190.0,0.7289258663418252,-0.6182913667844819,-0.19938990401382478,0.4719042976890101
-330.0,-180.0,0.7272259662386102,-0.5439806136963621,-0.1790704212148988,0.4722115884282371
-330.0,-170.0,0.7293678919025623,-0.4785698058358836,-0.15947306476379933,0.47182448178834585
-330.0,-160.0,0.7346809740879836,-0.42024745990216394,-0.14047540008071996,0.47086798783965095
-330.0,-150.0,0.7427181489088555,-0.3678381561436117,-0.12200126903181895,0.4694312413491733
-330.0,-140.0,0.7531604816383846,-0.3205352441103635,-0.10400091986078915,0.46758294308936216
-330.0,-130.0,0.7657677795566826,-0.27776284879353463,-0.08644070156990973,0.4653794205936721
-330.0,-120.0,0.7803506965627554,-0.23909798063443333,-0.06929719109503134,0.46286920323817043
-330.0,-110.0,0.7967539184245243,-0.20422348033017945,-0.05255359090386471,0.4600957727290148
-330.0,-100.0,0.8148455259592144,-0.17289802083518424,-0.03619738482450627,0.4570992773259072
-330.0,-90.0,0.8345100304779747,-0.14493612770834385,-0.02021873948073872,0.4539176165052531
-330.0,-80.0,0.855643714386014,-0.1201943814324502,-0.00460937566962474,0.45058712104978804
-330.0,-70.0,0.8781514893576552,-0.09856159905625006,0.01063824555586737,0.4471429611785174
-330.0,-60.0,0.9019447963074665,-0.07995167601273145,0.025531512781941417,0.443619365960353
-330.0,-50.0,0.9269402468288277,-0.06429827076637062,0.04007808483605527,0.4400497098236449
-330.0,-40.0,0.9530588082012486,-0.05155081214152579,0.05428617635792986,0.4364665062252037
-330.0,-30.0,0.9802253958151668,-0.041671491726761545,0.06816473091762436,0.43290133917432955
-330.0,-20.0,1.0083687753063306,-0.034633019554956235,0.08172349772317115,0.4293847574377681
-330.0,-10.0,1.037421701613269,-0.030416996989356182,0.09497302447352844,0.4259461522567736
-320.0,-220.0,0.6938369822660562,-0.750600533962937,-0.25290236486105633,0.45835618665802386
-320.0,-210.0,0.6813437549364578,-0.6503368176189196,-0.23064770741802745,0.46070775450691953
-320.0,-200.0,0.6750926268103048,-0.5654498953559277,-0.20953063552890208,0.46189491529443627
-320.0,-190.0,0.6734262081453863,-0.4913318215555609,-0.18923410249079806,0.46221256414608874
-320.0,-180.0,0.6754177114820457,-0.425433847214983,-0.16958854482528468,0.4618330060357774
-320.0,-170.0,0.6804844851529754,-0.3661809982799218,-0.15049371693163408,0.46087052538006945
-320.0,-160.0,0.6882294462972114,-0.312527966723692,-0.13188673756661126,0.45940819371669456
-320.0,-150.0,0.6983647969317466,-0.2637461281070643,-0.11372672942376907,0.45751090808260825
-320.0,-140.0,0.7106710938289265,-0.21930963208283316,-0.09598654257931437,0.45523245012154995
-320.0,-130.0,0.7249734664230192,-0.1788293760487738,-0.0786478872061787,0.4526196083224901
-320.0,-120.0,0.7411269453673572,-0.14201226961429558,-0.06169826081611689,0.44971471469395624
-320.0,-110.0,0.7590069957965837,-0.10863480693266414,-0.045128890467166914,0.4465572564019115
-320.0,-100.0,0.7785032103905052,-0.0785251915825258,-0.02893328620283964,0.44318491056161263
-320.0,-90.0,0.7995150256616923,-0.05155081214152579,-0.013106185492488692,0.43963419783023755
-320.0,-80.0,0.8219487972999859,-0.027609198843197902,0.0023572359742271374,0.43594087149355687
-320.0,-70.0,0.8457158288055706,-0.00662132594054432,0.01746195946601341,0.4321401161331904
-320.0,-60.0,0.8707310946510356,0.011473451733707396,0.03221356708314832,0.4282666063280903
-320.0,-50.0,0.8969124853800121,0.026721284901082942,0.04661856008794629,0.42435446251374176
-320.0,-40.0,0.9241804537000231,0.039156837288935264,0.06068456791591496,0.42043713348948936
-320.0,-30.0,0.9524579721904538,0.04880561173459119,0.07442045908361115,0.41654723053908854
-320.0,-20.0,0.9816707330251551,0.0556857258351271,0.08783636301905899,0.4127163351886912
-320.0,-10.0,1.0117475330974743,0.0598092235131773,0.10094361136083183,0.40897480035502604
-320.0,0.0,1.042620797251284,0.06118297840158915,0.11375460772561496,0.40535156250000015
-310.0,-230.0,0.6429122907389395,-0.7068837293467927,-0.26389875727776063,0.44811543814875826
-310.0,-220.0,0.6306501149803445,-0.6078792565517099,-0.24180587418878938,0.4505329279950528
-310.0,-210.0,0.624224480429521,-0.5229735494781975,-0.22072103979181715,0.45180994078618847
-310.0,-200.0,0.6221980179025737,-0.44816553071781073,-0.20038061834709225,0.45221411719542437
-310.0,-190.0,0.62374124398342,-0.3811672661105492,-0.18063978749605433,0.4519062592766119
-310.0,-180.0,0.62832286164647,-0.3205352441103635,-0.16141201845665684,0.4509946344445218
-310.0,-170.0,0.63557654693681,-0.26529796690469354,-0.14264314386516014,0.4495585985255573
-310.0,-160.0,0.6452347816831185,-0.21477174793401899,-0.1242984861385279,0.4476604587672116
-310.0,-150.0,0.6570924922682617,-0.16845998216426183,-0.10635574882598713,0.4453520570196836
-310.0,-140.0,0.6709855071646724,-0.12599376435622833,-0.08880074515054184,0.4426786957384652
-310.0,-130.0,0.686777038470884,-0.08709475483559537,-0.07162464311735865,0.43968160127336586
-310.0,-120.0,0.7043488191077256,-0.05155081214152579,-0.054822076754671885,0.43639951867561094
-310.0,-110.0,0.723595105904975,-0.019199341224041877,-0.03838978182760914,0.43286975483536455
-310.0,-100.0,0.7444185432973334,0.010084491625084624,-0.02232556825095449,0.4291288489513051
-310.0,-90.0,0.7667272963412493,0.0363963596106327,-0.0066275231494446135,0.42521297715016143
-310.0,-80.0,0.7904330907496826,0.0598092235131773,0.008706615883854425,0.4211581589377689
-310.0,-70.0,0.8154499287923063,0.08037827832665068,0.023679951492564782,0.4170003116273534
-310.0,-60.0,0.841693326752377,0.098144818962981,0.03829680011415229,0.41277518711886824
-310.0,-50.0,0.8690799651311485,0.11313930060218524,0.05256295869648841,0.4085182191445949
-310.0,-40.0,0.8975276697187415,0.1253837756503926,0.06648587059490972,0.4042643058832141
-310.0,-30.0,0.9269556575034614,0.13489382743751444,0.08007469523706448,0.400047551151974
-310.0,-20.0,0.957284990811238,0.14168007931874627,0.09334028659055894,0.395900986231649
-310.0,-10.0,0.9884391890664292,0.1457493298117183,0.1062950870623714,0.3918562931310443
-310.0,0.0,1.0203449521591592,0.14710534541045295,0.11895294559122228,0.3879435483870968
-300.0,-240.0,0.5955797709922845,-0.674690000870365,-0.275985693766244,0.43758644498700483
-300.0,-230.0,0.5829090125878711,-0.5753727461754508,-0.25394422275144074,0.4401844292238956
-300.0,-220.0,0.5758886057233545,-0.4894995471168522,-0.2328273394608022,0.4416349510620784
-300.0,-210.0,0.5731911840859958,-0.41336547494445597,-0.2124009163715557,0.4421943585399111
-300.0,-200.0,0.5740383166738119,-0.34481193963216183,-0.1925346731470251,0.44201855123531664
-300.0,-190.0,0.5779271395304537,-0.2824606773505933,-0.17315060220861583,0.4412129519345435
-300.0,-180.0,0.584509554630908,-0.22537659575566993,-0.1542002781124626,0.43985483313252255
-300.0,-170.0,0.5935310836114231,-0.17289802083518424,-0.13565338753447345,0.4380047470637984
-300.0,-160.0,0.6047967649445489,-0.1245426695112446,-0.11749130307542197,0.43571297169310824
-300.0,-150.0,0.6181506870991385,-0.07995167601273145,-0.09970317019823519,0.4330234149008824
-300.0,-140.0,0.6334629839321058,-0.03885431650268689,-0.08228334630377585,0.429976105058238
-300.0,-130.0,0.6506211964507722,-0.0010447098027350776,-0.06522961288220681,0.4266088344177104
-300.0,-120.0,0.6695243426195021,0.033634200183279006,-0.048541853745189316,0.4229582585019245
-300.0,-110.0,0.690078759482367,0.06530205050843829,-0.03222102985449595,0.41906062238668496
-300.0,-100.0,0.7121951669601412,0.09404944236534218,-0.01626835544167608,0.4149522148527748
-300.0,-90.0,0.7357866174196768,0.11994428166677684,-0.000684622315828733,0.41066961330525137
-300.0,-80.0,0.7607671187636948,0.14303669935072572,0.014530355814658065,0.4062497615505755
-300.0,-70.0,0.7870507911948068,0.16336295473225526,0.029378192275332737,0.40172991153091114
-300.0,-60.0,0.8145514601110375,0.18094858650305978,0.04386227426534981,0.39714745485306996
-300.0,-50.0,0.8431826116405192,0.19581098546884323,0.05798800789726107,0.3925396679828768
-300.0,-40.0,0.8728576501765275,0.20796150267748592,0.07176296043138067,0.3879433947241842
-300.0,-30.0,0.903490403426527,0.21740716566040863,0.08519689963651951,0.38339468996365206
-300.0,-20.0,0.9349958230027751,0.22415204774079323,0.09830173271147934,0.3789284488474321
-300.0,-10.0,0.9672908296481726,0.22819831679557412,0.11109135064395108,0.3745780450214652
-300.0,0.0,1.0002952533959704,0.22954697787463685,0.12358138765607028,0.37037500000000023
-290.0,-260.0,0.5730922348794287,-0.7736211054078085,-0.31238530264486236,0.42221490107702003
-290.0,-250.0,0.5513764862507391,-0.6525193137905719,-0.28900810129047627,0.42676025750821023
-290.0,-240.0,0.5378029038258831,-0.5517320299883381,-0.2669475893864301,0.42963820188709234
-290.0,-230.0,0.5298423122299201,-0.46416144896156974,-0.2457573838006517,0.4313389714684487
-290.0,-220.0,0.5262066994935215,-0.3861994034939915,-0.22521832695615956,0.4321188554125688
-290.0,-210.0,0.5261368006897884,-0.3157259505412475,-0.20520799076576135,0.43213386875582815
-290.0,-200.0,0.5291416421857909,-0.2513800836675508,-0.18565327406972643,0.43148912133122325
-290.0,-190.0,0.5348820347463272,-0.19223497111669952,-0.16650931170919853,0.43026114060431847
-290.0,-180.0,0.543111074911732,-0.1376331545825069,-0.14774873333518984,0.42850940689539946
-290.0,-170.0,0.5536407109192365,-0.08709475483559537,-0.12935561104641286,0.42628291766244775
-290.0,-160.0,0.5663215274000479,-0.04026260402234527,-0.11132175282591482,0.42362420533742634
-290.0,-150.0,0.5810297916691955,0.0031324389229494543,-0.09364425800439596,0.4205719355149678
-290.0,-140.0,0.5976587590400957,0.04329445313663882,-0.07632379025695439,0.41716265297940136
-290.0,-130.0,0.6161126238099817,0.08037827832665068,-0.05936327757211069,0.4134319790193988
-290.0,-120.0,0.636302205188644,0.11450080998284218,-0.042766878025814234,0.4094154297824219
-290.0,-110.0,0.6581418342371759,0.1457493298117183,-0.026539120821338743,0.4051489541712165
-290.0,-100.0,0.6815471193939504,0.17418783964181594,-0.010684173003544488,0.40066925068843295
-290.0,-90.0,0.7064333907336127,0.19986201613608712,0.004794792829120752,0.39601390122283053
-290.0,-80.0,0.7327146951346379,0.22280318791971965,0.019896138930917743,0.39122134867059805
-290.0,-70.0,0.7603032563626879,0.24303159914898753,0.03462021048553564,0.3863307404620259
-290.0,-60.0,0.7891093370832936,0.26055913286527854,0.04896968560883349,0.3813816590914828
-290.0,-50.0,0.8190414507908308,0.2753916060556616,0.06294981955828982,0.3764137619928086
-290.0,-40.0,0.8500068749938978,0.2875307059773493,0.07656857616345522,0.37146635533289035
-290.0,-30.0,0.8819124158809823,0.29697560798288825,0.08983664240487851,0.3665779285246426
-290.0,-20.0,0.9146653715431379,0.30372429516900334,0.1027673265887868,0.36178567769577846
-290.0,-10.0,0.9481746376115887,0.3077745873590261,0.11537634602989402,0.357125046414824
-290.0,0.0,0.9823518974187326,0.30912487961307855,0.12768151583424756,0.3526293103448278
-280.0,-270.0,0.5332419309312328,-0.7632840287852446,-0.32626401168330044,0.4106114887339603
-280.0,-260.0,0.510078255224478,-0.6395136474268983,-0.3028612721802093,0.41560203297552006
-280.0,-250.0,0.4951747227378709,-0.5362902677374759,-0.28073342652196837,0.4188540834625283
-280.0,-240.0,0.4859656351014934,-0.4464016089917855,-0.2594429174162134,0.42087928507181716
-280.0,-230.0,0.4811471801706517,-0.3661809982799218,-0.2387751335032985,0.4219436403365762
-280.0,-220.0,0.47995337451521003,-0.29347376966976,-0.21861047872122827,0.4222078381476066
-280.0,-210.0,0.48189133981031906,-0.22689631611424455,-0.1988779307189166,0.42177905196081256
-280.0,-200.0,0.4866228716464649,-0.16550620064666122,-0.17953440026354736,0.42073435695460915
-280.0,-190.0,0.49390393120323584,-0.10863480693266414,-0.1605542365823517,0.41913283946197566
-280.0,-180.0,0.5035506050554668,-0.05579417018174615,-0.14192332560796128,0.41702250496631077
-280.0,-170.0,0.5154184739763168,-0.00662132594054432,-0.12363548141318427,0.4144445291419953
-280.0,-160.0,0.5293893340002613,0.039156837288935264,-0.10569006557357445,0.4114360339579574
-280.0,-150.0,0.5453622171226682,0.08174682280729506,-0.08809029772226412,0.4080319833630728
-280.0,-140.0,0.5632470724021865,0.12130452144022996,-0.07084196948102489,0.40426651525948776
-280.0,-130.0,0.5829601841708305,0.15794661892875705,-0.05395240103695682,0.4001738852328415
-280.0,-120.0,0.6044207891825168,0.19175900711307658,-0.03742954944930699,0.3957891216645827
-280.0,-110.0,0.6275485719127545,0.22280318791971965,-0.021281218879426262,0.39114844972593965
-280.0,-100.0,0.6522618442611674,0.25112130301168145,-0.005514348724864675,0.3862895183125483
-280.0,-90.0,0.6784762913698255,0.27674020274643674,0.009865627399543712,0.38125145166413915
-280.0,-80.0,0.7061042095025818,0.2996748277496364,0.02485534758630692,0.37607474216751635
-280.0,-70.0,0.7350541861458,0.3199310831368902,0.03945400107071845,0.37080100026767976
-280.0,-60.0,0.7652311832764318,0.33750832126504005,0.0536637061171013,0.36547257988223614
-280.0,-50.0,0.7965369863631082,0.3524015035764858,0.067489770791929,0.36013210192713024
-280.0,-40.0,0.8288709772608778,0.3646030796752022,0.08094082345880951,0.3548219033512585
-280.0,-30.0,0.862131181355072,0.37410459881720426,0.09402880475611136,0.3495834433667263
-280.0,-20.0,0.8962155304657227,0.3808980535194668,0.10676881968317496,0.3444567014059412
-280.0,-10.0,0.9310232752707854,0.3849769457492198,0.11917885641298656,0.3394796020147497
-280.0,0.0,0.9664564761426053,0.38633706221683584,0.13127938659115537,0.33468750000000014
-270.0,-280.0,0.49688230078527607,-0.7632840287852446,-0.34097476374455926,0.3984798746352719
-270.0,-270.0,0.47161596677616213,-0.6352249761897255,-0.31746935720455915,0.40405842057321867
-270.0,-260.0,0.45497698530872555,-0.5286591266184599,-0.2952383358819464,0.4077797506321998
-270.0,-250.0,0.44422520983262137,-0.4358724278404775,-0.2738297520118847,0.4102039333223291
-270.0,-240.0,0.43798879918876965,-0.3529932308738055,-0.25302469387201537,0.4116169387804308
-270.0,-230.0,0.4354704247274288,-0.27776284879353463,-0.23270209735326777,0.41218895410647577
-270.0,-220.0,0.4361620896404004,-0.2087373716418348,-0.21279055413185,0.4120317707073816
-270.0,-210.0,0.43971891077821335,-0.14493612770834385,-0.19324715048424088,0.41122443851225726
-270.0,-200.0,0.44589509812010153,-0.08566470490926603,-0.17404681218349402,0.4098264354196342
-270.0,-190.0,0.45450811265753455,-0.030416996989356182,-0.1551763661313334,0.40788514975943213
-270.0,-180.0,0.4654169988887418,0.021183019508778322,-0.1366309407175876,0.40544048396605276
-270.0,-170.0,0.47850843692405887,0.06941789411373822,-0.11841160882950662,0.4025278759221627
-270.0,-160.0,0.49368727561806347,0.11450080998284218,-0.10052372207584558,0.39918038691801755
-270.0,-150.0,0.5108698138765795,0.15659210187702577,-0.08297563965418803,0.3954302001921179
-270.0,-140.0,0.5299788576764888,0.19581098546884323,-0.06577768478435685,0.3913097190007039
-270.0,-130.0,0.5509399892218645,0.23224417187030344,-0.04894123270040397,0.38685236944054646
-270.0,-120.0,0.5736787163097783,0.2659524076693911,-0.032477876375684986,0.38209316605525123
-270.0,-110.0,0.5981183066726548,0.29697560798288825,-0.016398643278216496,0.3770690712570229
-270.0,-100.0,0.6241781946983052,0.32533702124015074,-0.0007132552054104338,0.3718191647387369
-270.0,-90.0,0.6517728976769148,0.3510467180481216,0.014570563170699359,0.36638463216801104
-270.0,-80.0,0.6808114069535818,0.37410459881720426,0.029447711612011433,0.3608085812183738
-270.0,-70.0,0.7111970324797654,0.3945030468220585,0.0439162555791483,0.3551356958908905
-270.0,-60.0,0.7428276812135071,0.4122293041397298,0.05797785646513881,0.34941174588114216
-270.0,-50.0,0.7755965434970262,0.42726761125412427,0.0716380662499908,0.3436829752314798
-270.0,-40.0,0.8093931494962794,0.4396011236392443,0.08490646602919807,0.337995402374696
-270.0,-30.0,0.8441047426105448,0.44921359859795196,0.09779663515655514,0.3323940705729506
-270.0,-20.0,0.8796179011557435,0.4560908322325843,0.11032594763123331,0.32692229241712845
-270.0,-10.0,0.9158203262800466,0.4602218192583143,0.1225152037594936,0.32162093347257376
-270.0,0.0,0.9526027053800412,0.46159960705592784,0.1343881166437781,0.31652777777777785
-260.0,-290.0,0.4641093223979662,-0.7736211054078085,-0.356455171434516,0.38573269339996297
-260.0,-280.0,0.4360380234766179,-0.6395136474268983,-0.3327746793532473,0.39205996069650306
-260.0,-270.0,0.4172456132653839,-0.5286591266184599,-0.310410640826875,0.3963524114490145
-260.0,-260.0,0.40465397367491884,-0.4323830063489873,-0.28887195648256403,0.399253043517436
-260.0,-250.0,0.39676450857523693,-0.34644452635750067,-0.2679265305563065,0.40108025908047457
-260.0,-240.0,0.39272160320290506,-0.2684057804171682,-0.24744764723417606,0.40201947947614536
-260.0,-230.0,0.3919878732362674,-0.19672250494784516,-0.2273611439969559,0.4021901418488469
-260.0,-220.0,0.394203493859296,-0.1303521084508441,-0.20762273674361406,0.4016749919861728
-260.0,-210.0,0.39911589585590623,-0.06855921556191102,-0.18820679823422876,0.4005348937338922
-260.0,-200.0,0.4065408257602423,-0.010809215969401542,-0.16910019942616708,0.398817154287564
-260.0,-190.0,0.41633898463860564,0.04329445313663882,-0.1502986327572241,0.396560614523567
-260.0,-180.0,0.42840105775181336,0.09404944236534218,-0.13180424138278574,0.39379898673499447
-260.0,-170.0,0.4426375608690609,0.14168007931874627,-0.11362396655333024,0.3905631757151302
-260.0,-160.0,0.45897160291757366,0.1863547788816855,-0.09576829706881813,0.38688297103457353
-260.0,-150.0,0.4773335033944446,0.22819831679557412,-0.0782502412066148,0.3827883223807992
-260.0,-140.0,0.4976566519301646,0.2673007769287197,-0.06108441567062797,0.37831031463889264
-260.0,-130.0,0.5198742518433761,0.30372429516900334,-0.044286189954880956,0.3734819050225597
-260.0,-120.0,0.5439167409286405,0.33750832126504005,-0.027870853030635828,0.3683384524473989
-260.0,-110.0,0.569709776144447,0.36867387522278516,-0.011852789737998649,0.36291805049546216
-260.0,-100.0,0.5971727273205074,0.3972271193065606,0.0037553297988228563,0.35726166530723974
-260.0,-90.0,0.6262176604610303,0.42316246321498774,0.018943331518355335,0.35141307629481533
-260.0,-80.0,0.6567488100098404,0.4464653476233962,0.033704263135916394,0.34541861942643576
-260.0,-70.0,0.6886625450541031,0.46711479792152044,0.048035030706399535,0.33932673903633837
-260.0,-60.0,0.7218478291379391,0.48508579872716595,0.06193690911004819,0.3331873636407804
-260.0,-50.0,0.7561871591452407,0.5003515069016915,0.07541589050678227,0.3270511327897658
-260.0,-40.0,0.7915579479310066,0.5128852946333975,0.08848284052561664,0.32096851392701803
-260.0,-30.0,0.8278342909626701,0.5226625942602774,0.10115344225916695,0.3149888587222118
-260.0,-20.0,0.864889032664069,0.5296625031354503,0.11344792216411911,0.30915945555108615
-260.0,-10.0,0.9025960271719393,0.5338691004516205,0.1253905681844653,0.303524637237864
-260.0,0.0,0.940832474293436,0.5352724287475965,0.13700906676202124,0.298125
-250.0,-290.0,0.4034984109348583,-0.6525193137905719,-0.3487325801452687,0.3795202070314884
-250.0,-280.0,0.38208784884823577,-0.5362902677374759,-0.3262062430101475,0.3844990078286349
-250.0,-270.0,0.36734002979024516,-0.4358724278404775,-0.3045283414191777,0.3879593912672882
-250.0,-260.0,0.3575538468608277,-0.34644452635750067,-0.2834431844245216,0.3902690881984976
-250.0,-250.0,0.3517824377284817,-0.26529796690469354,-0.2628138256977099,0.3916361743022901
-250.0,-240.0,0.3494420936208271,-0.19074126756263166,-0.24256086684727726,0.3921915678266139
